date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:15:33	7295/7295	---M--	200	added ('OK')	image/png	etag:%221c7f-62a32868d7b96%22	https://musikschule-cms-bielefeld.de/gallery_gen/a7d59964eab3dcf99e07407b12211b73_fit.png?ts=1749759952	./music_site_copy/musikschule-cms-bielefeld.de/gallery_gen/a7d59964eab3dcf99e07407b12211b73_fit6eb1.png	(from https://musikschule-cms-bielefeld.de/)
13:15:34	13530/13530	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:34%20GMT	https://musikschule-cms-bielefeld.de/%c3%9cber-uns	./music_site_copy/musikschule-cms-bielefeld.de/%c3%9cber-uns.html	(from https://musikschule-cms-bielefeld.de/)
13:15:35	13449/13449	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:35%20GMT	https://musikschule-cms-bielefeld.de/unsere-Standorte	./music_site_copy/musikschule-cms-bielefeld.de/unsere-Standorte.html	(from https://musikschule-cms-bielefeld.de/)
13:15:36	10613/10613	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:36%20GMT	https://musikschule-cms-bielefeld.de/Angebot	./music_site_copy/musikschule-cms-bielefeld.de/Angebot.html	(from https://musikschule-cms-bielefeld.de/)
13:15:37	8618/8618	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:37%20GMT	https://musikschule-cms-bielefeld.de/Musikunterricht	./music_site_copy/musikschule-cms-bielefeld.de/Musikunterricht.html	(from https://musikschule-cms-bielefeld.de/)
13:15:38	13476/13476	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:38%20GMT	https://musikschule-cms-bielefeld.de/Akkordeon	./music_site_copy/musikschule-cms-bielefeld.de/Akkordeon.html	(from https://musikschule-cms-bielefeld.de/)
13:15:39	10569/10569	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:39%20GMT	https://musikschule-cms-bielefeld.de/Blockfl%c3%b6te	./music_site_copy/musikschule-cms-bielefeld.de/Blockfl%c3%b6te.html	(from https://musikschule-cms-bielefeld.de/)
13:15:40	9905/9905	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:40%20GMT	https://musikschule-cms-bielefeld.de/Bratsche	./music_site_copy/musikschule-cms-bielefeld.de/Bratsche.html	(from https://musikschule-cms-bielefeld.de/)
13:15:41	11838/11838	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:41%20GMT	https://musikschule-cms-bielefeld.de/Cajon	./music_site_copy/musikschule-cms-bielefeld.de/Cajon.html	(from https://musikschule-cms-bielefeld.de/)
13:15:42	10297/10297	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:42%20GMT	https://musikschule-cms-bielefeld.de/Cello	./music_site_copy/musikschule-cms-bielefeld.de/Cello.html	(from https://musikschule-cms-bielefeld.de/)
13:15:43	11045/11045	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:43%20GMT	https://musikschule-cms-bielefeld.de/Gitarre-Akkustisch-Elektrisch-E-Bass	./music_site_copy/musikschule-cms-bielefeld.de/Gitarre-Akkustisch-Elektrisch-E-Bass.html	(from https://musikschule-cms-bielefeld.de/)
13:15:44	13409/13409	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:44%20GMT	https://musikschule-cms-bielefeld.de/Horn-Waldhorn-Tenorhorn-Baritonhorn	./music_site_copy/musikschule-cms-bielefeld.de/Horn-Waldhorn-Tenorhorn-Baritonhorn.html	(from https://musikschule-cms-bielefeld.de/)
13:15:45	10521/10521	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:45%20GMT	https://musikschule-cms-bielefeld.de/Keyboard	./music_site_copy/musikschule-cms-bielefeld.de/Keyboard.html	(from https://musikschule-cms-bielefeld.de/)
13:15:46	10806/10806	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:46%20GMT	https://musikschule-cms-bielefeld.de/Klarinete	./music_site_copy/musikschule-cms-bielefeld.de/Klarinete.html	(from https://musikschule-cms-bielefeld.de/)
13:15:47	11046/11046	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:47%20GMT	https://musikschule-cms-bielefeld.de/Klavier	./music_site_copy/musikschule-cms-bielefeld.de/Klavier.html	(from https://musikschule-cms-bielefeld.de/)
13:15:48	10364/10364	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:48%20GMT	https://musikschule-cms-bielefeld.de/Trompete	./music_site_copy/musikschule-cms-bielefeld.de/Trompete.html	(from https://musikschule-cms-bielefeld.de/)
13:15:49	10488/10488	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:49%20GMT	https://musikschule-cms-bielefeld.de/Oboe	./music_site_copy/musikschule-cms-bielefeld.de/Oboe.html	(from https://musikschule-cms-bielefeld.de/)
13:15:50	10298/10298	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:50%20GMT	https://musikschule-cms-bielefeld.de/Queerfl%c3%b6te	./music_site_copy/musikschule-cms-bielefeld.de/Queerfl%c3%b6te.html	(from https://musikschule-cms-bielefeld.de/)
13:15:51	10884/10884	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:51%20GMT	https://musikschule-cms-bielefeld.de/Saxophon	./music_site_copy/musikschule-cms-bielefeld.de/Saxophon.html	(from https://musikschule-cms-bielefeld.de/)
13:15:52	9743/9743	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:52%20GMT	https://musikschule-cms-bielefeld.de/Schlagzeug	./music_site_copy/musikschule-cms-bielefeld.de/Schlagzeug.html	(from https://musikschule-cms-bielefeld.de/)
13:15:53	11093/11093	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:53%20GMT	https://musikschule-cms-bielefeld.de/Violine	./music_site_copy/musikschule-cms-bielefeld.de/Violine.html	(from https://musikschule-cms-bielefeld.de/)
13:15:54	11006/11006	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:54%20GMT	https://musikschule-cms-bielefeld.de/Gesangunterricht	./music_site_copy/musikschule-cms-bielefeld.de/Gesangunterricht.html	(from https://musikschule-cms-bielefeld.de/)
13:15:55	16145/16145	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:55%20GMT	https://musikschule-cms-bielefeld.de/JeKits	./music_site_copy/musikschule-cms-bielefeld.de/JeKits.html	(from https://musikschule-cms-bielefeld.de/)
13:15:56	14625/14625	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:56%20GMT	https://musikschule-cms-bielefeld.de/Kunst	./music_site_copy/musikschule-cms-bielefeld.de/Kunst.html	(from https://musikschule-cms-bielefeld.de/)
13:15:57	10860/10860	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:57%20GMT	https://musikschule-cms-bielefeld.de/Stellenangebote	./music_site_copy/musikschule-cms-bielefeld.de/Stellenangebote.html	(from https://musikschule-cms-bielefeld.de/)
13:15:58	11058/11058	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:58%20GMT	https://musikschule-cms-bielefeld.de/Aktuelles	./music_site_copy/musikschule-cms-bielefeld.de/Aktuelles.html	(from https://musikschule-cms-bielefeld.de/)
13:15:59	17347/17347	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:15:59%20GMT	https://musikschule-cms-bielefeld.de/Geb%c3%bchren/Anmeldung	./music_site_copy/musikschule-cms-bielefeld.de/Geb%c3%bchren/Anmeldung.html	(from https://musikschule-cms-bielefeld.de/)
13:16:00	14107/14107	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:16:00%20GMT	https://musikschule-cms-bielefeld.de/Kontakt	./music_site_copy/musikschule-cms-bielefeld.de/Kontakt.html	(from https://musikschule-cms-bielefeld.de/)
13:16:01	18583/18583	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:16:01%20GMT	https://musikschule-cms-bielefeld.de/AGB	./music_site_copy/musikschule-cms-bielefeld.de/AGB.html	(from https://musikschule-cms-bielefeld.de/)
13:16:02	25847/25847	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Dec%202025%2008:16:02%20GMT	https://musikschule-cms-bielefeld.de/Impressum	./music_site_copy/musikschule-cms-bielefeld.de/Impressum.html	(from https://musikschule-cms-bielefeld.de/)
13:16:05	2559788/2559788	---M--	200	added ('OK')	image/jpeg	etag:%22270f2c-602447c491bcd%22	https://musikschule-cms-bielefeld.de/gallery/attachments-Image-IMG_1192.JPG?ts=1749759952	./music_site_copy/musikschule-cms-bielefeld.de/gallery/attachments-Image-IMG_11926eb1.jpg	(from https://musikschule-cms-bielefeld.de/)
13:16:05	490849/490849	---M--	200	added ('OK')	image/jpeg	etag:%2277d61-60fd6bfc32bb7%22	https://musikschule-cms-bielefeld.de/gallery_gen/da36c84bafda7d37407bad3bf5a88da2_1560x1040_fit.jpg?ts=1749759952	./music_site_copy/musikschule-cms-bielefeld.de/gallery_gen/da36c84bafda7d37407bad3bf5a88da2_1560x1040_fit6eb1.jpg	(from https://musikschule-cms-bielefeld.de/)
13:16:06	511672/511672	---M--	200	added ('OK')	image/jpeg	etag:%227ceb8-60fd6bfc30c77%22	https://musikschule-cms-bielefeld.de/gallery_gen/51b6bc79bee489416ea4c75cdcae2bf3_1560x1040_fit.jpg?ts=1749759952	./music_site_copy/musikschule-cms-bielefeld.de/gallery_gen/51b6bc79bee489416ea4c75cdcae2bf3_1560x1040_fit6eb1.jpg	(from https://musikschule-cms-bielefeld.de/)
13:16:06	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-63765bc85fcaf%22	https://musikschule-cms-bielefeld.de/fonts/glyphicons-halflings-regular.eot	./music_site_copy/musikschule-cms-bielefeld.de/fonts/glyphicons-halflings-regular.eot	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:07	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-63765bc85fcaf%22	https://musikschule-cms-bielefeld.de/fonts/glyphicons-halflings-regular.eot?	./music_site_copy/musikschule-cms-bielefeld.de/fonts/glyphicons-halflings-regulard41d.eot	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:08	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%22466c-63765bc85cdcf%22	https://musikschule-cms-bielefeld.de/fonts/glyphicons-halflings-regular.woff2	./music_site_copy/musikschule-cms-bielefeld.de/fonts/glyphicons-halflings-regular.woff2	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:09	23424/23424	---M--	200	added ('OK')	font/woff	etag:%225b80-63765bc85be2f%22	https://musikschule-cms-bielefeld.de/fonts/glyphicons-halflings-regular.woff	./music_site_copy/musikschule-cms-bielefeld.de/fonts/glyphicons-halflings-regular.woff	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:10	45404/45404	---M--	200	added ('OK')	font/ttf	etag:%22b15c-63765bc85ed0f%22	https://musikschule-cms-bielefeld.de/fonts/glyphicons-halflings-regular.ttf	./music_site_copy/musikschule-cms-bielefeld.de/fonts/glyphicons-halflings-regular.ttf	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:12	108738/108738	---M--	200	added ('OK')	image/svg+xml	etag:%221a8c2-63765bc861bef%22	https://musikschule-cms-bielefeld.de/fonts/glyphicons-halflings-regular.svg	./music_site_copy/musikschule-cms-bielefeld.de/fonts/glyphicons-halflings-regular.svg	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:13	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-63765bcaef122%22	https://musikschule-cms-bielefeld.de/css/fonts/fontawesome-webfont.eot?v=4.7.0	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/fontawesome-webfont3e6e.eot	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:14	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-63765bcaef122%22	https://musikschule-cms-bielefeld.de/css/fonts/fontawesome-webfont.eot?	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/fontawesome-webfontd41d.eot	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:15	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-63765bcb09703%22	https://musikschule-cms-bielefeld.de/css/fonts/fontawesome-webfont.woff2?v=4.7.0	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/fontawesome-webfont3e6e.woff2	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:16	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-63765bcb0f4c3%22	https://musikschule-cms-bielefeld.de/css/fonts/fontawesome-webfont.woff?v=4.7.0	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/fontawesome-webfont3e6e.woff	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:17	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-63765bcaf1062%22	https://musikschule-cms-bielefeld.de/css/fonts/fontawesome-webfont.ttf?v=4.7.0	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/fontawesome-webfont3e6e.ttf	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:18	444379/444379	---M--	200	added ('OK')	image/svg+xml	etag:%226c7db-63765bcb0d583%22	https://musikschule-cms-bielefeld.de/css/fonts/fontawesome-webfont.svg?v=4.7.0	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/fontawesome-webfont3e6e.svg	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:18	101/101	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Dec%202025%2008:16:18%20GMT	https://musikschule-cms-bielefeld.de/img/icon-logo.svg	./music_site_copy/musikschule-cms-bielefeld.de/img/icon-logo.35.delayed	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:19	101/101	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Dec%202025%2008:16:19%20GMT	https://musikschule-cms-bielefeld.de/img/icon-logo-red.svg	./music_site_copy/musikschule-cms-bielefeld.de/img/icon-logo-red.svg	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:20	101/101	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2026%20Dec%202025%2008:16:20%20GMT	https://musikschule-cms-bielefeld.de/img/flags_matrix.png	./music_site_copy/musikschule-cms-bielefeld.de/img/flags_matrix.png	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:22	127708/127708	---M--	200	added ('OK')	font/ttf	etag:%221f2dc-602447c4cc548%22	https://musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memQYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWq8tWZ0Pw86hd0Rk5hkaVc.ttf	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memQYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWq8tWZ0Pw86hd0Rk5hkaVc.ttf	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:23	127424/127424	---M--	200	added ('OK')	font/ttf	etag:%221f1c0-602447c4c57e9%22	https://musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memQYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWq8tWZ0Pw86hd0Rk8ZkaVc.ttf	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memQYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWq8tWZ0Pw86hd0Rk8ZkaVc.ttf	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:24	127564/127564	---M--	200	added ('OK')	font/ttf	etag:%221f24c-602447c4cd4e8%22	https://musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memQYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWq8tWZ0Pw86hd0RkxhjaVc.ttf	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memQYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWq8tWZ0Pw86hd0RkxhjaVc.ttf	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:25	127152/127152	---M--	200	added ('OK')	font/ttf	etag:%221f0b0-602447c4cb5a8%22	https://musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memQYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWq8tWZ0Pw86hd0RkyFjaVc.ttf	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memQYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWq8tWZ0Pw86hd0RkyFjaVc.ttf	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:26	127704/127704	---M--	200	added ('OK')	font/ttf	etag:%221f2d8-602447c4ca609%22	https://musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memQYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWq8tWZ0Pw86hd0Rk0ZjaVc.ttf	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memQYaGs126MiZpBA-UFUIcVXSCEkx2cmqvXlWq8tWZ0Pw86hd0Rk0ZjaVc.ttf	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:27	122076/122076	---M--	200	added ('OK')	font/ttf	etag:%221dcdc-602447c4c86c9%22	https://musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0C4n.ttf	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsiH0C4n.ttf	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:28	122108/122108	---M--	200	added ('OK')	font/ttf	etag:%221dcfc-602447c4c38a9%22	https://musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0C4n.ttf	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsjZ0C4n.ttf	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:29	122036/122036	---M--	200	added ('OK')	font/ttf	etag:%221dcb4-602447c4ce488%22	https://musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsgH1y4n.ttf	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsgH1y4n.ttf	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:30	122092/122092	---M--	200	added ('OK')	font/ttf	etag:%221dcec-602447c4c6789%22	https://musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsg-1y4n.ttf	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgsg-1y4n.ttf	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:31	122492/122492	---M--	200	added ('OK')	font/ttf	etag:%221de7c-602447c4c7729%22	https://musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgshZ1y4n.ttf	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/custom/Open%20Sans/memSYaGs126MiZpBA-UvWbX2vVnXBbObj2OVZyOOSr4dVJWUgshZ1y4n.ttf	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:32	241080/241080	---M--	200	added ('OK')	font/ttf	etag:%223adb8-602447c49f68c%22	https://musikschule-cms-bielefeld.de/css/fonts/custom/Forum/6aey4Ky-Vb8Ew_IW.ttf	./music_site_copy/musikschule-cms-bielefeld.de/css/fonts/custom/Forum/6aey4Ky-Vb8Ew_IW.ttf	(from https://musikschule-cms-bielefeld.de/css/common-bundle.css?ts=20250612232551)
13:16:33	139682/139682	---M--	200	added ('OK')	image/png	etag:%22221a2-602f843b92fbf%22	https://musikschule-cms-bielefeld.de/gallery_gen/dd198ee7c706c70ab6b727e335260b9d_fit.png	./music_site_copy/musikschule-cms-bielefeld.de/gallery_gen/dd198ee7c706c70ab6b727e335260b9d_fit.png	(from https://musikschule-cms-bielefeld.de/css/a189c6ad0d532018895de4c4e51e078b-bundle.css?ts=20250612232551)
13:16:33	13079/13079	---M--	200	added ('OK')	image/jpeg	etag:%223317-602f843b7a921%22	https://musikschule-cms-bielefeld.de/gallery_gen/08958d51d5cf5d5d6913a3648d1c6a2a_fit.JPG	./music_site_copy/musikschule-cms-bielefeld.de/gallery_gen/08958d51d5cf5d5d6913a3648d1c6a2a_fit.jpg	(from https://musikschule-cms-bielefeld.de/css/a189c6ad0d532018895de4c4e51e078b-bundle.css?ts=20250612232551)
13:16:34	0/0	---M--	200	added ('OK')	text/javascript	etag:%220-606418eb95a63%22	https://musikschule-cms-bielefeld.de/js/a189c6ad0d530019bdfc050f249010e9-bundle.js?ts=20250612232551	./music_site_copy/musikschule-cms-bielefeld.de/js/a189c6ad0d530019bdfc050f249010e9-bundlec280.js	(from https://musikschule-cms-bielefeld.de/Start)
13:16:35	33010/33010	---M-Z	200	added ('OK')	text/css	etag:%2280f2-63765bcb123a3-gzip%22	https://musikschule-cms-bielefeld.de/css/a189c6ad0d530019bdfc050f249010e9-bundle.css?ts=20250612232551	./music_site_copy/musikschule-cms-bielefeld.de/css/a189c6ad0d530019bdfc050f249010e9-bundlec280.css	(from https://musikschule-cms-bielefeld.de/Start)
13:16:36	0/0	---M--	200	added ('OK')	text/javascript	etag:%220-606418ebfc2fa%22	https://musikschule-cms-bielefeld.de/js/a189c6ad0d530b1bf89a6b214023907d-bundle.js?ts=20250612232551	./music_site_copy/musikschule-cms-bielefeld.de/js/a189c6ad0d530b1bf89a6b214023907d-bundlec280.js	(from https://musikschule-cms-bielefeld.de/%c3%9cber-uns)
13:16:37	30981/30981	---M-Z	200	added ('OK')	text/css	etag:%227905-63765bcb336e4-gzip%22	https://musikschule-cms-bielefeld.de/css/a189c6ad0d530b1bf89a6b214023907d-bundle.css?ts=20250612232551	./music_site_copy/musikschule-cms-bielefeld.de/css/a189c6ad0d530b1bf89a6b214023907d-bundlec280.css	(from https://musikschule-cms-bielefeld.de/%c3%9cber-uns)
13:16:38	0/0	---M--	200	added ('OK')	text/javascript	etag:%220-606418ec2b0f6%22	https://musikschule-cms-bielefeld.de/js/a189c6ad0d5316e8cc63c7b328711d6c-bundle.js?ts=20250612232551	./music_site_copy/musikschule-cms-bielefeld.de/js/a189c6ad0d5316e8cc63c7b328711d6c-bundlec280.js	(from https://musikschule-cms-bielefeld.de/unsere-Standorte)
